id_candidato,edad,genero,nivel_educativo,titulo,experiencia_anios,habilidades,idiomas,puesto_deseado,localidad,disponibilidad_horaria,trabajo_actual,sector_experiencia,ultima_actualizacion,pretension_salarial
1553,24,Femenino,Posgrado,Administracion,8,Python,Ingles - Avanzado,Disenador grafico,rosario,Part-Time,No,Legal,2024-10-18,483332
1554,46,Femenino,Universitario,Psicologia,22,Diseno UX/UI,Ingles - Basico,Tecnico en sistemas,salta,Full-Time,Si,Comercio,2025-04-09,638653
1555,28,Femenino,Terciario,Medicina,3,Excel,Portugues - Basico,Tecnico en sistemas,salta,Full-Time,Si,Diseno,2024-08-13,399887
1556,50,Femenino,Terciario,Marketing,20,Excel,Portugues - Intermedio,Disenador grafico,tucuman,Remoto,No,Salud,2025-04-16,615586
1557,23,Femenino,Terciario,Medicina,4,Redaccion,Sin idiomas,Docente,rosario,Remoto,Si,Diseno,2025-02-17,380928
1558,32,Femenino,Posgrado,Contador Publico,10,Comunicacion,Ingles - Basico,Vendedor,cordoba,Full-Time,No,Contabilidad,2024-06-12,464848
1559,49,Femenino,Secundario,Diseno Grafico,20,Redaccion,Portugues - Intermedio,Enfermero/a,san juan,Full-Time,Si,Comercio,2024-08-25,630504
1560,28,Masculino,Universitario,Abogacia,8,Project Management,Ingles - Basico,Tecnico en sistemas,rosario,Full-Time,No,Diseno,2025-02-09,478819
1561,40,Otro,Terciario,Psicologia,2,Ventas,Ingles - Avanzado,Asistente administrativo,mendoza,Part-Time,Si,Diseno,2025-01-13,366708
1562,43,Femenino,Universitario,Diseno Grafico,5,Excel,Frances - Basico,Abogado/a,salta,Part-Time,No,Contabilidad,2025-05-02,390610
1563,51,Femenino,Terciario,Recursos Humanos,23,Diseno UX/UI,Portugues - Basico,Enfermero/a,salta,Remoto,No,Educacion,2025-01-01,641791
1564,51,Otro,Universitario,Ingenieria,10,Atencion al cliente,Ingles - Avanzado,Docente,rosario,Part-Time,Si,Contabilidad,2024-09-01,496707
1565,46,Masculino,Universitario,Recursos Humanos,8,Excel,Portugues - Basico,Asistente administrativo,rosario,Remoto,Si,Educacion,2024-08-20,439166
1566,21,Otro,Universitario,Ingenieria,14,Redaccion,Sin idiomas,Analista de datos,neuquen,Full-Time,No,Salud,2025-03-04,563046
1567,34,Otro,Posgrado,Contador Publico,22,SQL,Portugues - Intermedio,Disenador grafico,rosario,Full-Time,Si,Comercio,2024-10-14,625173
1568,52,Femenino,Secundario,Diseno Grafico,2,Excel,Ingles - Basico,Analista de datos,neuquen,Remoto,No,Diseno,2025-04-18,315374
1569,30,Otro,Universitario,Marketing,0,Excel,Ingles - Intermedio,Recepcionista,mendoza,Full-Time,Si,Salud,2024-11-15,393902
1570,58,Otro,Secundario,Arquitectura,19,Diseno UX/UI,Ingles - Intermedio,Contador/a,mendoza,Remoto,No,Tecnologia,2024-09-07,598184
1571,56,Femenino,Terciario,Medicina,21,Diseno UX/UI,Portugues - Basico,Disenador grafico,cordoba,Remoto,Si,Contabilidad,2024-10-25,640003
1572,32,Femenino,Universitario,Arquitectura,18,Excel,Frances - Basico,Asistente administrativo,rosario,Remoto,No,Salud,2024-09-22,669556
1573,46,Femenino,Terciario,Diseno Grafico,13,SQL,Frances - Basico,Abogado/a,cordoba,Part-Time,Si,Salud,2024-06-20,444922
1574,46,Femenino,Universitario,Recursos Humanos,16,Ventas,Portugues - Basico,Contador/a,san juan,Remoto,No,Diseno,2025-02-28,555541
1575,28,Otro,Posgrado,Arquitectura,21,Ingles,Ingles - Avanzado,Recepcionista,tucuman,Remoto,Si,Educacion,2024-06-20,662965
1576,49,Otro,Secundario,Administracion,13,SQL,Ingles - Intermedio,Vendedor,mendoza,Remoto,No,Contabilidad,2024-09-13,520750
1577,19,Masculino,Universitario,Arquitectura,16,SQL,Ingles - Avanzado,Recepcionista,salta,Part-Time,Si,Educacion,2024-07-10,606269
1578,31,Masculino,Terciario,Ingenieria,24,SQL,Portugues - Intermedio,Contador/a,neuquen,Full-Time,Si,Comercio,2024-12-22,654020
1579,37,Otro,Secundario,Administracion,13,Ventas,Ingles - Intermedio,Tecnico en sistemas,tucuman,Part-Time,No,Salud,2025-04-02,524938
1580,39,Masculino,Secundario,Psicologia,11,Comunicacion,Portugues - Intermedio,Enfermero/a,salta,Remoto,Si,Contabilidad,2025-01-08,452901
1581,28,Otro,Posgrado,Arquitectura,15,Comunicacion,Ingles - Basico,Docente,tucuman,Part-Time,Si,Salud,2024-06-28,621349
1582,44,Masculino,Posgrado,Administracion,0,SQL,Ingles - Avanzado,Analista de datos,cordoba,Full-Time,No,Comercio,2025-01-30,329021
1583,20,Femenino,Posgrado,Diseno Grafico,12,Ingles,Portugues - Basico,Vendedor,cordoba,Full-Time,No,Legal,2025-01-06,536301
1584,34,Masculino,Posgrado,Medicina,5,Redaccion,Ingles - Intermedio,Docente,neuquen,Remoto,No,Comercio,2025-03-23,420295
1585,45,Femenino,Terciario,Psicologia,16,Python,Ingles - Avanzado,Recepcionista,mendoza,Full-Time,No,Educacion,2024-09-23,591680
1586,46,Femenino,Terciario,Marketing,11,Comunicacion,Portugues - Basico,Abogado/a,san juan,Part-Time,Si,Educacion,2024-11-13,469317
1587,38,Femenino,Universitario,Marketing,22,Atencion al cliente,Ingles - Basico,Analista de datos,neuquen,Part-Time,Si,Salud,2025-01-31,668727
1588,33,Femenino,Terciario,Contador Publico,18,Diseno UX/UI,Ingles - Intermedio,Vendedor,san juan,Full-Time,Si,Educacion,2024-07-13,605204
1589,54,Masculino,Terciario,Arquitectura,5,Ventas,Portugues - Intermedio,Docente,salta,Remoto,No,Contabilidad,2024-12-11,411357
1590,37,Otro,Terciario,Medicina,6,Ventas,Ingles - Basico,Analista de datos,tucuman,Remoto,Si,Comercio,2025-03-02,436608
1591,23,Femenino,Universitario,Abogacia,0,Python,Frances - Basico,Analista de datos,neuquen,Part-Time,Si,Salud,2025-02-08,346333
1592,36,Masculino,Universitario,Administracion,0,Comunicacion,Portugues - Basico,Vendedor,san juan,Full-Time,No,Comercio,2024-10-08,327453
1593,22,Femenino,Secundario,Psicologia,4,Ingles,Ingles - Intermedio,Asistente administrativo,rosario,Part-Time,Si,Comercio,2025-04-26,349510
1594,20,Masculino,Terciario,Diseno Grafico,5,Ingles,Ingles - Intermedio,Enfermero/a,rosario,Part-Time,Si,Salud,2025-01-03,395770
1595,18,Masculino,Universitario,Arquitectura,15,Diseno UX/UI,Sin idiomas,Asistente administrativo,mendoza,Part-Time,No,Diseno,2025-01-22,572487
1596,55,Masculino,Universitario,Diseno Grafico,24,SQL,Sin idiomas,Analista de datos,san juan,Remoto,Si,Legal,2024-07-11,695585
1597,32,Otro,Terciario,Abogacia,15,Redaccion,Ingles - Basico,Contador/a,neuquen,Full-Time,No,Diseno,2024-12-23,545576
1598,51,Masculino,Universitario,Contador Publico,13,Comunicacion,Ingles - Intermedio,Disenador grafico,salta,Full-Time,No,Educacion,2024-10-12,489483
1599,52,Masculino,Secundario,Abogacia,0,Ingles,Portugues - Basico,Contador/a,rosario,Remoto,Si,Tecnologia,2024-06-22,320020
1600,42,Otro,Terciario,Ingenieria,12,Python,Ingles - Basico,Vendedor,mendoza,Part-Time,Si,Diseno,2024-09-05,505433
1601,41,Otro,Universitario,Recursos Humanos,19,Diseno UX/UI,Portugues - Intermedio,Analista de datos,neuquen,Part-Time,Si,Tecnologia,2024-12-28,655056
1602,29,Masculino,Universitario,Psicologia,9,Excel,Ingles - Basico,Analista de datos,mendoza,Remoto,No,Tecnologia,2024-10-04,475004
1603,35,Otro,Terciario,Recursos Humanos,23,Diseno UX/UI,Ingles - Basico,Abogado/a,salta,Full-Time,No,Educacion,2024-06-01,612849
1604,32,Femenino,Universitario,Abogacia,9,Ingles,Portugues - Intermedio,Enfermero/a,rosario,Remoto,Si,Legal,2024-08-08,464247
1605,33,Femenino,Universitario,Contador Publico,8,Excel,Frances - Basico,Abogado/a,rosario,Full-Time,Si,Comercio,2025-01-25,454003
1606,44,Otro,Universitario,Contador Publico,12,Atencion al cliente,Sin idiomas,Vendedor,rosario,Full-Time,No,Salud,2024-09-22,542287
1607,25,Otro,Universitario,Marketing,2,Project Management,Portugues - Basico,Tecnico en sistemas,san juan,Full-Time,Si,Legal,2024-08-09,307892
1608,42,Masculino,Universitario,Arquitectura,17,Diseno UX/UI,Frances - Basico,Asistente administrativo,cordoba,Part-Time,Si,Tecnologia,2024-12-22,596235
1609,34,Otro,Terciario,Marketing,19,Python,Frances - Basico,Abogado/a,san juan,Part-Time,No,Contabilidad,2024-11-11,620410
1610,46,Masculino,Secundario,Psicologia,1,Python,Frances - Basico,Vendedor,rosario,Remoto,Si,Educacion,2025-01-02,295156
1611,25,Femenino,Terciario,Psicologia,16,Redaccion,Sin idiomas,Asistente administrativo,tucuman,Remoto,Si,Diseno,2025-03-05,562238
1612,32,Otro,Terciario,Psicologia,18,SQL,Ingles - Avanzado,Vendedor,cordoba,Part-Time,Si,Educacion,2024-11-28,571189
1613,44,Masculino,Universitario,Diseno Grafico,22,Diseno UX/UI,Sin idiomas,Tecnico en sistemas,neuquen,Remoto,Si,Diseno,2024-07-22,648113
1614,24,Masculino,Universitario,Marketing,12,Ingles,Frances - Basico,Enfermero/a,san juan,Part-Time,No,Salud,2024-07-13,507748
1615,20,Femenino,Terciario,Diseno Grafico,12,Project Management,Ingles - Avanzado,Enfermero/a,cordoba,Part-Time,No,Contabilidad,2024-06-09,478680
1616,46,Otro,Secundario,Recursos Humanos,0,Comunicacion,Portugues - Intermedio,Vendedor,cordoba,Full-Time,No,Comercio,2024-11-25,320508
1617,41,Femenino,Terciario,Arquitectura,1,Ingles,Sin idiomas,Abogado/a,san juan,Full-Time,No,Legal,2024-08-31,312952
1618,20,Masculino,Terciario,Abogacia,0,Python,Portugues - Basico,Enfermero/a,san juan,Part-Time,Si,Contabilidad,2025-04-01,292913
1619,37,Masculino,Universitario,Administracion,23,Atencion al cliente,Frances - Basico,Disenador grafico,cordoba,Full-Time,Si,Legal,2025-03-09,738037
1620,32,Otro,Secundario,Marketing,4,Ingles,Ingles - Intermedio,Abogado/a,mendoza,Part-Time,Si,Legal,2024-11-07,388822
1621,42,Masculino,Universitario,Administracion,23,Ventas,Portugues - Intermedio,Docente,tucuman,Full-Time,Si,Comercio,2024-11-30,629155
1622,47,Otro,Posgrado,Contador Publico,2,Python,Ingles - Avanzado,Recepcionista,salta,Remoto,No,Comercio,2025-05-01,367057
1623,31,Femenino,Secundario,Marketing,6,Diseno UX/UI,Sin idiomas,Vendedor,rosario,Remoto,Si,Diseno,2024-08-07,397273
1624,24,Otro,Terciario,Recursos Humanos,23,Atencion al cliente,Portugues - Basico,Vendedor,san juan,Part-Time,Si,Comercio,2025-02-15,674712
1625,34,Otro,Secundario,Marketing,21,Ventas,Ingles - Basico,Vendedor,cordoba,Part-Time,No,Salud,2024-09-29,570286
1626,37,Masculino,Universitario,Diseno Grafico,12,Excel,Portugues - Basico,Tecnico en sistemas,salta,Full-Time,No,Educacion,2025-04-20,554756
1627,53,Masculino,Universitario,Arquitectura,22,Project Management,Portugues - Basico,Vendedor,san juan,Full-Time,No,Tecnologia,2024-08-24,694756
1628,26,Otro,Terciario,Abogacia,17,Python,Frances - Basico,Enfermero/a,mendoza,Part-Time,Si,Comercio,2024-05-21,589457
1629,55,Masculino,Universitario,Medicina,23,Diseno UX/UI,Frances - Basico,Enfermero/a,salta,Remoto,No,Educacion,2025-01-30,725701
1630,39,Masculino,Posgrado,Abogacia,20,Ventas,Sin idiomas,Recepcionista,cordoba,Remoto,Si,Diseno,2024-09-24,673568
1631,19,Masculino,Secundario,Abogacia,6,Ventas,Sin idiomas,Recepcionista,neuquen,Part-Time,Si,Comercio,2024-06-02,403457
1632,41,Otro,Secundario,Contador Publico,0,SQL,Ingles - Avanzado,Contador/a,tucuman,Remoto,No,Tecnologia,2025-03-25,346730
1633,25,Masculino,Posgrado,Recursos Humanos,4,Ventas,Sin idiomas,Abogado/a,salta,Part-Time,No,Contabilidad,2025-04-10,453036
1634,28,Otro,Universitario,Administracion,16,Project Management,Ingles - Avanzado,Enfermero/a,san juan,Full-Time,No,Comercio,2024-12-16,554755
1635,30,Masculino,Posgrado,Recursos Humanos,7,Atencion al cliente,Frances - Basico,Enfermero/a,cordoba,Remoto,Si,Educacion,2025-01-06,483995
1636,34,Femenino,Universitario,Medicina,14,Atencion al cliente,Frances - Basico,Tecnico en sistemas,san juan,Remoto,Si,Diseno,2025-01-31,530072
1637,25,Masculino,Universitario,Contador Publico,19,Ventas,Ingles - Intermedio,Enfermero/a,cordoba,Full-Time,Si,Diseno,2024-12-07,640124
1638,38,Masculino,Terciario,Arquitectura,3,Diseno UX/UI,Ingles - Intermedio,Enfermero/a,rosario,Full-Time,No,Salud,2024-05-30,379298
1639,35,Otro,Universitario,Abogacia,1,Python,Portugues - Intermedio,Contador/a,neuquen,Remoto,Si,Diseno,2024-12-21,313496
1640,47,Otro,Posgrado,Diseno Grafico,4,Diseno UX/UI,Frances - Basico,Disenador grafico,rosario,Remoto,Si,Contabilidad,2025-01-24,416345
1641,35,Masculino,Universitario,Contador Publico,0,Redaccion,Ingles - Basico,Contador/a,neuquen,Part-Time,Si,Diseno,2024-07-20,347957
1642,48,Femenino,Secundario,Psicologia,24,Python,Ingles - Intermedio,Disenador grafico,tucuman,Part-Time,Si,Diseno,2024-09-10,646912
1643,55,Masculino,Terciario,Marketing,4,Excel,Ingles - Avanzado,Contador/a,rosario,Remoto,No,Contabilidad,2025-05-06,389441
1644,49,Masculino,Secundario,Recursos Humanos,5,Project Management,Portugues - Basico,Enfermero/a,tucuman,Part-Time,Si,Contabilidad,2025-04-30,399176
1645,28,Femenino,Terciario,Contador Publico,1,Diseno UX/UI,Sin idiomas,Contador/a,san juan,Full-Time,No,Tecnologia,2024-09-22,334083
1646,42,Otro,Terciario,Psicologia,0,SQL,Sin idiomas,Enfermero/a,mendoza,Part-Time,No,Educacion,2024-07-10,326737
1647,50,Masculino,Universitario,Administracion,3,Atencion al cliente,Portugues - Intermedio,Enfermero/a,mendoza,Part-Time,Si,Legal,2025-01-27,426502
1648,55,Otro,Universitario,Medicina,6,Ventas,Ingles - Intermedio,Recepcionista,neuquen,Remoto,Si,Diseno,2024-09-17,444195
1649,58,Otro,Terciario,Medicina,21,Python,Portugues - Basico,Analista de datos,neuquen,Part-Time,No,Legal,2024-07-10,641024
1650,25,Femenino,Universitario,Abogacia,0,Ventas,Portugues - Basico,Disenador grafico,rosario,Remoto,Si,Legal,2025-04-10,311258
1651,28,Femenino,Secundario,Abogacia,0,Excel,Ingles - Intermedio,Docente,mendoza,Remoto,No,Salud,2024-07-18,320130
1652,39,Otro,Secundario,Contador Publico,7,Redaccion,Ingles - Basico,Abogado/a,salta,Remoto,Si,Comercio,2024-07-19,414904
1653,41,Masculino,Secundario,Contador Publico,19,Ventas,Ingles - Basico,Abogado/a,salta,Full-Time,Si,Diseno,2025-01-03,623512
1654,58,Otro,Universitario,Arquitectura,15,Diseno UX/UI,Portugues - Intermedio,Contador/a,san juan,Part-Time,No,Comercio,2025-04-20,566406
1655,34,Masculino,Terciario,Marketing,20,Python,Ingles - Basico,Analista de datos,salta,Part-Time,Si,Comercio,2024-06-01,565513
1656,29,Masculino,Terciario,Ingenieria,12,SQL,Portugues - Intermedio,Tecnico en sistemas,san juan,Part-Time,No,Salud,2024-09-06,448997
1657,49,Femenino,Terciario,Administracion,22,Excel,Ingles - Avanzado,Docente,mendoza,Remoto,No,Legal,2024-07-30,672070
1658,32,Masculino,Universitario,Abogacia,23,Ingles,Ingles - Intermedio,Abogado/a,salta,Full-Time,Si,Contabilidad,2025-01-21,667895
1659,33,Masculino,Secundario,Ingenieria,22,Project Management,Portugues - Basico,Asistente administrativo,tucuman,Remoto,No,Comercio,2025-02-28,643103
1660,39,Otro,Universitario,Ingenieria,17,Redaccion,Portugues - Intermedio,Vendedor,cordoba,Part-Time,Si,Contabilidad,2025-05-13,598426
1661,45,Femenino,Universitario,Marketing,19,Diseno UX/UI,Sin idiomas,Asistente administrativo,neuquen,Remoto,Si,Contabilidad,2024-07-30,619995
1662,37,Masculino,Universitario,Diseno Grafico,9,Project Management,Ingles - Basico,Tecnico en sistemas,rosario,Remoto,Si,Salud,2025-02-17,472110
1663,50,Masculino,Posgrado,Diseno Grafico,11,SQL,Sin idiomas,Docente,san juan,Part-Time,No,Salud,2025-02-08,499039
1664,27,Femenino,Secundario,Abogacia,0,Project Management,Portugues - Intermedio,Abogado/a,tucuman,Remoto,Si,Educacion,2024-11-25,299527
1665,57,Otro,Secundario,Psicologia,9,Atencion al cliente,Frances - Basico,Contador/a,salta,Remoto,Si,Diseno,2024-09-27,417466
1666,49,Femenino,Posgrado,Marketing,8,Python,Portugues - Intermedio,Vendedor,cordoba,Full-Time,No,Comercio,2024-09-08,468833
1667,50,Femenino,Terciario,Marketing,2,Project Management,Ingles - Basico,Disenador grafico,rosario,Remoto,No,Legal,2024-08-19,340291
1668,19,Masculino,Universitario,Recursos Humanos,18,Diseno UX/UI,Frances - Basico,Abogado/a,tucuman,Full-Time,No,Tecnologia,2024-08-06,603200
1669,50,Masculino,Universitario,Ingenieria,8,Ingles,Frances - Basico,Abogado/a,rosario,Part-Time,No,Salud,2025-04-30,487665
1670,50,Otro,Universitario,Recursos Humanos,9,Atencion al cliente,Ingles - Basico,Tecnico en sistemas,san juan,Full-Time,Si,Contabilidad,2024-10-25,471107
1671,58,Masculino,Posgrado,Ingenieria,18,Atencion al cliente,Frances - Basico,Abogado/a,san juan,Remoto,Si,Educacion,2025-01-22,660711
1672,30,Masculino,Posgrado,Diseno Grafico,15,Project Management,Ingles - Intermedio,Docente,neuquen,Part-Time,Si,Tecnologia,2025-02-23,631135
1673,47,Femenino,Universitario,Abogacia,23,Redaccion,Portugues - Basico,Analista de datos,mendoza,Remoto,Si,Salud,2025-03-14,710648
1674,50,Masculino,Terciario,Administracion,17,Comunicacion,Sin idiomas,Docente,san juan,Remoto,No,Educacion,2024-10-04,591034
1675,30,Otro,Posgrado,Diseno Grafico,13,Redaccion,Ingles - Intermedio,Disenador grafico,salta,Full-Time,No,Contabilidad,2024-08-23,564804
1676,43,Femenino,Secundario,Marketing,2,Ventas,Ingles - Intermedio,Analista de datos,tucuman,Remoto,Si,Comercio,2024-09-09,355960
1677,39,Otro,Terciario,Administracion,1,Diseno UX/UI,Ingles - Basico,Abogado/a,tucuman,Full-Time,No,Diseno,2025-04-16,337680
1678,56,Femenino,Posgrado,Contador Publico,0,Comunicacion,Ingles - Basico,Abogado/a,cordoba,Part-Time,No,Diseno,2024-05-19,389537
1679,19,Masculino,Terciario,Administracion,17,Python,Sin idiomas,Vendedor,cordoba,Part-Time,No,Educacion,2024-06-30,593423
1680,55,Femenino,Terciario,Administracion,23,Atencion al cliente,Portugues - Basico,Abogado/a,cordoba,Remoto,No,Salud,2025-05-06,654205
1681,56,Femenino,Secundario,Diseno Grafico,8,Diseno UX/UI,Portugues - Intermedio,Enfermero/a,rosario,Full-Time,No,Diseno,2024-06-10,446875
1682,43,Masculino,Posgrado,Marketing,12,SQL,Ingles - Intermedio,Disenador grafico,salta,Remoto,Si,Diseno,2025-02-18,542744
1683,32,Masculino,Universitario,Administracion,1,Ventas,Frances - Basico,Recepcionista,rosario,Remoto,Si,Comercio,2024-12-21,351817
1684,51,Otro,Universitario,Diseno Grafico,6,Ingles,Portugues - Basico,Contador/a,salta,Remoto,No,Contabilidad,2024-07-17,415715
1685,59,Otro,Terciario,Diseno Grafico,15,Ventas,Ingles - Intermedio,Vendedor,tucuman,Remoto,No,Legal,2024-08-18,549980
1686,57,Masculino,Universitario,Administracion,20,Diseno UX/UI,Portugues - Intermedio,Asistente administrativo,san juan,Full-Time,Si,Diseno,2024-08-25,669893
1687,28,Masculino,Universitario,Ingenieria,18,Python,Frances - Basico,Analista de datos,san juan,Remoto,Si,Educacion,2024-11-08,636668
1688,20,Masculino,Terciario,Marketing,24,Atencion al cliente,Ingles - Intermedio,Recepcionista,rosario,Part-Time,No,Tecnologia,2024-06-21,690601
1689,23,Femenino,Terciario,Medicina,14,Excel,Ingles - Avanzado,Contador/a,rosario,Full-Time,No,Contabilidad,2024-09-21,547989
1690,26,Femenino,Terciario,Administracion,21,Excel,Sin idiomas,Abogado/a,rosario,Remoto,No,Comercio,2025-01-04,673150
1691,23,Femenino,Posgrado,Recursos Humanos,10,Diseno UX/UI,Portugues - Basico,Docente,mendoza,Full-Time,Si,Contabilidad,2024-08-29,505502
1692,26,Masculino,Universitario,Recursos Humanos,0,Project Management,Sin idiomas,Enfermero/a,neuquen,Remoto,No,Comercio,2025-03-05,306538
1693,56,Otro,Posgrado,Contador Publico,20,Redaccion,Ingles - Basico,Analista de datos,salta,Part-Time,No,Contabilidad,2025-05-06,699033
1694,48,Masculino,Terciario,Marketing,6,Ventas,Ingles - Intermedio,Analista de datos,san juan,Part-Time,No,Legal,2025-04-06,394107
1695,49,Femenino,Universitario,Diseno Grafico,19,Python,Frances - Basico,Analista de datos,salta,Part-Time,No,Educacion,2024-10-17,604290
1696,58,Femenino,Universitario,Arquitectura,7,Ventas,Frances - Basico,Disenador grafico,rosario,Full-Time,No,Tecnologia,2024-10-10,391115
1697,29,Masculino,Universitario,Abogacia,9,SQL,Portugues - Basico,Analista de datos,mendoza,Part-Time,No,Diseno,2024-10-04,492138
1698,25,Masculino,Posgrado,Psicologia,4,Excel,Portugues - Basico,Vendedor,rosario,Remoto,No,Legal,2025-01-11,371357
1699,25,Femenino,Terciario,Arquitectura,8,Atencion al cliente,Sin idiomas,Contador/a,salta,Remoto,No,Educacion,2024-06-24,417493
1700,45,Femenino,Secundario,Marketing,24,SQL,Frances - Basico,Docente,neuquen,Remoto,Si,Tecnologia,2024-12-06,677647
1701,37,Femenino,Universitario,Marketing,24,Atencion al cliente,Frances - Basico,Vendedor,san juan,Full-Time,Si,Contabilidad,2024-12-30,721657
1702,24,Masculino,Universitario,Administracion,0,Ventas,Frances - Basico,Vendedor,neuquen,Full-Time,Si,Diseno,2025-02-17,320449
1703,28,Femenino,Universitario,Administracion,1,Python,Ingles - Intermedio,Enfermero/a,tucuman,Part-Time,No,Tecnologia,2024-12-30,350976
1704,37,Femenino,Terciario,Arquitectura,18,Excel,Frances - Basico,Docente,mendoza,Full-Time,Si,Salud,2024-06-11,563823
1705,33,Otro,Universitario,Diseno Grafico,13,Ventas,Ingles - Basico,Enfermero/a,neuquen,Remoto,Si,Tecnologia,2025-05-11,518549
1706,21,Masculino,Terciario,Contador Publico,19,Excel,Frances - Basico,Analista de datos,mendoza,Remoto,Si,Educacion,2025-04-10,612986
1707,23,Otro,Terciario,Administracion,9,Diseno UX/UI,Ingles - Basico,Analista de datos,rosario,Remoto,Si,Legal,2024-11-13,439951
1708,39,Otro,Universitario,Psicologia,8,Ingles,Ingles - Intermedio,Vendedor,tucuman,Full-Time,Si,Diseno,2025-02-27,452674
1709,43,Femenino,Universitario,Psicologia,9,Ingles,Portugues - Basico,Vendedor,salta,Remoto,No,Legal,2025-04-11,431059
1710,20,Masculino,Terciario,Contador Publico,5,Atencion al cliente,Ingles - Basico,Analista de datos,neuquen,Part-Time,Si,Diseno,2024-05-31,428988
1711,58,Femenino,Terciario,Ingenieria,16,Ventas,Ingles - Intermedio,Tecnico en sistemas,neuquen,Full-Time,No,Salud,2024-07-28,575301
1712,59,Masculino,Terciario,Ingenieria,24,Comunicacion,Frances - Basico,Contador/a,cordoba,Remoto,No,Educacion,2024-10-04,703787
1713,31,Otro,Secundario,Marketing,5,Excel,Ingles - Intermedio,Disenador grafico,san juan,Remoto,Si,Tecnologia,2024-11-23,413712
1714,28,Masculino,Universitario,Administracion,3,Excel,Frances - Basico,Recepcionista,salta,Full-Time,No,Salud,2025-04-14,360244
1715,35,Femenino,Posgrado,Recursos Humanos,19,Comunicacion,Sin idiomas,Abogado/a,neuquen,Full-Time,Si,Contabilidad,2024-12-26,634249
1716,29,Femenino,Terciario,Arquitectura,2,Project Management,Ingles - Intermedio,Asistente administrativo,neuquen,Part-Time,No,Comercio,2025-04-09,293155
1717,40,Femenino,Universitario,Medicina,22,Ventas,Portugues - Basico,Docente,salta,Full-Time,No,Contabilidad,2024-09-03,764212
1718,29,Masculino,Posgrado,Contador Publico,18,Comunicacion,Ingles - Basico,Enfermero/a,tucuman,Remoto,Si,Educacion,2024-08-04,625513
1719,30,Otro,Universitario,Marketing,17,Ingles,Sin idiomas,Docente,mendoza,Part-Time,No,Salud,2024-12-27,626161
1720,42,Otro,Secundario,Recursos Humanos,23,Excel,Portugues - Basico,Analista de datos,salta,Remoto,No,Legal,2024-10-22,607856
1721,36,Masculino,Posgrado,Administracion,3,Ingles,Ingles - Avanzado,Recepcionista,mendoza,Remoto,No,Salud,2024-08-08,434891
1722,53,Femenino,Terciario,Recursos Humanos,7,Ventas,Frances - Basico,Asistente administrativo,tucuman,Remoto,No,Comercio,2025-02-03,480727
1723,25,Otro,Terciario,Recursos Humanos,16,Python,Ingles - Basico,Vendedor,tucuman,Full-Time,No,Educacion,2024-12-22,558192
1724,46,Femenino,Secundario,Contador Publico,4,Python,Portugues - Basico,Vendedor,rosario,Full-Time,No,Salud,2025-04-26,329674
1725,49,Masculino,Terciario,Marketing,12,Atencion al cliente,Ingles - Basico,Enfermero/a,cordoba,Remoto,No,Diseno,2024-06-12,495837
1726,35,Femenino,Secundario,Diseno Grafico,24,Ingles,Ingles - Avanzado,Contador/a,tucuman,Full-Time,No,Contabilidad,2025-04-02,593198
1727,23,Otro,Terciario,Psicologia,0,Ingles,Portugues - Intermedio,Abogado/a,tucuman,Remoto,Si,Tecnologia,2024-12-21,318864
1728,35,Otro,Terciario,Arquitectura,12,Ingles,Frances - Basico,Contador/a,mendoza,Full-Time,No,Contabilidad,2024-08-21,524629
1729,36,Femenino,Universitario,Marketing,3,Project Management,Frances - Basico,Recepcionista,tucuman,Full-Time,Si,Educacion,2025-04-06,383928
1730,39,Masculino,Posgrado,Medicina,21,Ingles,Ingles - Intermedio,Contador/a,salta,Full-Time,Si,Salud,2025-02-24,666476
1731,54,Femenino,Terciario,Recursos Humanos,23,Python,Frances - Basico,Enfermero/a,rosario,Part-Time,No,Contabilidad,2024-12-29,680827
1732,49,Masculino,Posgrado,Diseno Grafico,13,Project Management,Frances - Basico,Asistente administrativo,rosario,Full-Time,No,Salud,2025-01-26,573120
1733,58,Femenino,Posgrado,Contador Publico,2,Atencion al cliente,Portugues - Basico,Asistente administrativo,salta,Part-Time,Si,Contabilidad,2024-10-17,340203
1734,20,Otro,Universitario,Abogacia,4,Diseno UX/UI,Sin idiomas,Asistente administrativo,neuquen,Part-Time,Si,Educacion,2024-10-08,402664
1735,45,Masculino,Secundario,Arquitectura,6,SQL,Frances - Basico,Vendedor,tucuman,Part-Time,Si,Legal,2025-03-01,463079
1736,27,Masculino,Universitario,Arquitectura,0,Atencion al cliente,Frances - Basico,Tecnico en sistemas,san juan,Remoto,No,Contabilidad,2024-10-12,299950
1737,52,Masculino,Posgrado,Psicologia,22,Redaccion,Ingles - Avanzado,Recepcionista,cordoba,Full-Time,No,Tecnologia,2024-09-18,687438
1738,46,Otro,Universitario,Abogacia,11,Project Management,Sin idiomas,Abogado/a,tucuman,Remoto,No,Contabilidad,2025-03-13,563252
1739,32,Femenino,Terciario,Administracion,10,Python,Ingles - Avanzado,Recepcionista,rosario,Part-Time,Si,Educacion,2024-07-14,503125
1740,50,Otro,Universitario,Abogacia,23,Python,Ingles - Basico,Recepcionista,cordoba,Full-Time,No,Contabilidad,2024-06-06,669599
